"q","biteA","Mean_Annual_Seroprevalence","mean_popn_R0","param1"
"0.3",0.825,0.821063097650032,NA,0.3
"0.3",0.85,0.821007238860144,NA,0.3
"0.3",0.875,0.820944708912637,NA,0.3
"0.3",0.9,0.820878807494415,NA,0.3
"0.3",0.925,0.820810788845453,NA,0.3
"0.3",0.95,0.820741346460638,NA,0.3
"0.3",0.975,0.820669246030754,NA,0.3
"0.3",1,0.820595014984197,NA,0.3
"0.4",0.05,0.0187869519449945,NA,0.4
"0.4",0.075,0.019491003166468,NA,0.4
"0.4",0.1,0.0204377380652849,NA,0.4
"0.4",0.125,0.022272428063579,NA,0.4
"0.4",0.15,0.0270589111242543,NA,0.4
"0.4",0.175,0.0694760899083987,NA,0.4
"0.4",0.2,0.452703604862082,NA,0.4
"0.4",0.225,0.631684690222857,NA,0.4
"0.4",0.25,0.726323442902561,NA,0.4
"0.4",0.275,0.769910563960821,NA,0.4
"0.4",0.3,0.791494608705652,NA,0.4
"0.4",0.325,0.803287920921279,NA,0.4
"0.4",0.35,0.8101186786552,NA,0.4
"0.4",0.375,0.814223197922679,NA,0.4
"0.4",0.4,0.816766532596012,NA,0.4
"0.4",0.425,0.818390760569411,NA,0.4
"0.4",0.45,0.81944849981849,NA,0.4
"0.4",0.475,0.820150586644631,NA,0.4
"0.4",0.5,0.820626858554968,NA,0.4
"0.4",0.525,0.820942148020624,NA,0.4
"0.4",0.55,0.821156510713495,NA,0.4
"0.4",0.575,0.821291444557735,NA,0.4
"0.4",0.6,0.821375871478394,NA,0.4
"0.4",0.625,0.821415919075006,NA,0.4
"0.4",0.65,0.821431832559726,NA,0.4
"0.4",0.675,0.821422017079719,NA,0.4
"0.4",0.7,0.821395787904788,NA,0.4
"0.4",0.725,0.821357389103843,NA,0.4
"0.4",0.75,0.821307089377897,NA,0.4
"0.4",0.775,0.82125103055597,NA,0.4
"0.4",0.8,0.821188005684258,NA,0.4
"0.4",0.825,0.821120192075136,NA,0.4
"0.4",0.85,0.821047879138671,NA,0.4
"0.4",0.875,0.820971235732866,NA,0.4
"0.4",0.9,0.82089609441727,NA,0.4
"0.4",0.925,0.820817692669673,NA,0.4
"0.4",0.95,0.820736843225882,NA,0.4
"0.4",0.975,0.820654318085946,NA,0.4
"0.4",1,0.820571880171101,NA,0.4
"0.5",0.05,0.0190048861817525,NA,0.5
"0.5",0.075,0.0198341879791178,NA,0.5
"0.5",0.1,0.0211732506397722,NA,0.5
"0.5",0.125,0.0250651358190129,NA,0.5
"0.5",0.15,0.0693394140909219,NA,0.5
"0.5",0.175,0.425414026815691,NA,0.5
"0.5",0.2,0.629367985965616,NA,0.5
"0.5",0.225,0.724922853474093,NA,0.5
"0.5",0.25,0.768308944723235,NA,0.5
"0.5",0.275,0.790225626040238,NA,0.5
"0.5",0.3,0.802510550647819,NA,0.5
"0.5",0.325,0.809811234439757,NA,0.5
"0.5",0.35,0.814255798470279,NA,0.5
"0.5",0.375,0.816989080598712,NA,0.5
"0.5",0.4,0.818699361897158,NA,0.5
"0.5",0.425,0.819786428906288,NA,0.5
"0.5",0.45,0.820483043542138,NA,0.5
"0.5",0.475,0.820936570584438,NA,0.5
"0.5",0.5,0.821231577872194,NA,0.5
"0.5",0.525,0.821413797045779,NA,0.5
"0.5",0.55,0.821527012627688,NA,0.5
"0.5",0.575,0.821583652583583,NA,0.5
"0.5",0.6,0.821603968449135,NA,0.5
"0.5",0.625,0.821595163462388,NA,0.5
"0.5",0.65,0.821565928973755,NA,0.5
"0.5",0.675,0.821521581209094,NA,0.5
"0.5",0.7,0.8214664544427,NA,0.5
"0.5",0.725,0.821399643905097,NA,0.5
"0.5",0.75,0.821326818398082,NA,0.5
"0.5",0.775,0.821251949417387,NA,0.5
"0.5",0.8,0.821169683421033,NA,0.5
"0.5",0.825,0.821083846795915,NA,0.5
"0.5",0.85,0.820996985281686,NA,0.5
"0.5",0.875,0.820909713642578,NA,0.5
"0.5",0.9,0.820821501500681,NA,0.5
"0.5",0.925,0.820730790457601,NA,0.5
"0.5",0.95,0.820638237149552,NA,0.5
"0.5",0.975,0.820546983005928,NA,0.5
"0.5",1,0.820455302072543,NA,0.5
"0.6",0.05,0.0193094938215995,NA,0.6
"0.6",0.075,0.0204663910077718,NA,0.6
"0.6",0.1,0.0233795012941137,NA,0.6
"0.6",0.125,0.0511466061728938,NA,0.6
"0.6",0.15,0.38379834340486,NA,0.6
"0.6",0.175,0.611461475000381,NA,0.6
"0.6",0.2,0.718025992542803,NA,0.6
"0.6",0.225,0.764078744545358,NA,0.6
"0.6",0.25,0.787483225820691,NA,0.6
"0.6",0.275,0.800756421355493,NA,0.6
"0.6",0.3,0.808785893343035,NA,0.6
"0.6",0.325,0.813783969266369,NA,0.6
"0.6",0.35,0.816894408569192,NA,0.6
