"q","biteA","Mean_Annual_Seroprevalence","mean_popn_R0","param1"
"0.7444736",0.125,0.760925989385598,NA,0.7444736
"0.7444736",0.15,0.794287020026206,NA,0.7444736
"0.7444736",0.175,0.808723386512543,NA,0.7444736
"0.7444736",0.2,0.815746718678546,NA,0.7444736
"0.7444736",0.225,0.819163466290883,NA,0.7444736
"0.7444736",0.25,0.820743496019783,NA,0.7444736
"0.7444736",0.275,0.821432881320976,NA,0.7444736
"0.7444736",0.3,0.821705579605704,NA,0.7444736
"0.7444736",0.325,0.821764983746182,NA,0.7444736
"0.7444736",0.35,0.821712625518787,NA,0.7444736
"0.7444736",0.375,0.821599824344763,NA,0.7444736
"0.7444736",0.4,0.821447692046396,NA,0.7444736
"0.7444736",0.425,0.821275804132002,NA,0.7444736
"0.7444736",0.45,0.821097135117884,NA,0.7444736
"0.7444736",0.475,0.820910638778856,NA,0.7444736
"0.7444736",0.5,0.820718966759371,NA,0.7444736
"0.7444736",0.525,0.820527585373097,NA,0.7444736
"0.7444736",0.55,0.820339652331684,NA,0.7444736
"0.7444736",0.575,0.820151422621382,NA,0.7444736
"0.7444736",0.6,0.819966489488415,NA,0.7444736
"0.7444736",0.625,0.819784401907211,NA,0.7444736
"0.7444736",0.65,0.819608027208408,NA,0.7444736
"0.7444736",0.675,0.819434121602793,NA,0.7444736
"0.7444736",0.7,0.819263064813409,NA,0.7444736
"0.7444736",0.725,0.81909709279334,NA,0.7444736
"0.7444736",0.75,0.818934562937539,NA,0.7444736
"0.7444736",0.775,0.818774152648586,NA,0.7444736
"0.7444736",0.8,0.818616487807004,NA,0.7444736
"0.7444736",0.825,0.818463365793336,NA,0.7444736
"0.7444736",0.85,0.818314057330555,NA,0.7444736
"0.7444736",0.875,0.818169724362128,NA,0.7444736
"0.7444736",0.9,0.818027527452947,NA,0.7444736
"0.7444736",0.925,0.817888192898036,NA,0.7444736
"0.7444736",0.95,0.817752682084433,NA,0.7444736
"0.7444736",0.975,0.8176200575681,NA,0.7444736
"0.7444736",1,0.817490497124592,NA,0.7444736
"0.75",0.05,0.0307218258950762,NA,0.75
"0.75",0.075,0.330558323569619,NA,0.75
"0.75",0.1,0.664348488344014,NA,0.75
"0.75",0.125,0.762452513300237,NA,0.75
"0.75",0.15,0.794856490027439,NA,0.75
"0.75",0.175,0.808977086741497,NA,0.75
"0.75",0.2,0.815868285750368,NA,0.75
"0.75",0.225,0.819228086062835,NA,0.75
"0.75",0.25,0.820775302993774,NA,0.75
"0.75",0.275,0.821447606518755,NA,0.75
"0.75",0.3,0.821708530150145,NA,0.75
"0.75",0.325,0.821760683180379,NA,0.75
"0.75",0.35,0.821702276293128,NA,0.75
"0.75",0.375,0.821585188728194,NA,0.75
"0.75",0.4,0.821429182234921,NA,0.75
"0.75",0.425,0.821256230753662,NA,0.75
"0.75",0.45,0.821074559733774,NA,0.75
"0.75",0.475,0.820885833201782,NA,0.75
"0.75",0.5,0.820691967599041,NA,0.75
"0.75",0.525,0.820499762718471,NA,0.75
"0.75",0.55,0.820310473031036,NA,0.75
"0.75",0.575,0.820120633747324,NA,0.75
"0.75",0.6,0.819934546281088,NA,0.75
"0.75",0.625,0.819752403016178,NA,0.75
"0.75",0.65,0.819575046166673,NA,0.75
"0.75",0.675,0.819400105725226,NA,0.75
"0.75",0.7,0.819228679063742,NA,0.75
"0.75",0.725,0.819062161916935,NA,0.75
"0.75",0.75,0.818898719488247,NA,0.75
"0.75",0.775,0.81873746933333,NA,0.75
"0.75",0.8,0.818579150804884,NA,0.75
"0.75",0.825,0.818425950895338,NA,0.75
"0.75",0.85,0.81827647108763,NA,0.75
"0.75",0.875,0.818131962811305,NA,0.75
"0.75",0.9,0.817989343087653,NA,0.75
"0.75",0.925,0.817849770381326,NA,0.75
"0.75",0.95,0.817714080493292,NA,0.75
"0.75",0.975,0.817581492183859,NA,0.75
"0.75",1,0.817451557112595,NA,0.75
"0.99",0.05,0.484586514746421,NA,0.99
"0.99",0.075,0.702354741082587,NA,0.99
"0.99",0.1,0.76592101599963,NA,0.99
"0.99",0.125,0.793244992431566,NA,0.99
"0.99",0.15,0.80660557422536,NA,0.99
"0.99",0.175,0.813659002156656,NA,0.99
"0.99",0.2,0.817537651123206,NA,0.99
"0.99",0.225,0.819414462189135,NA,0.99
"0.99",0.25,0.820111362879287,NA,0.99
"0.99",0.275,0.82025524738011,NA,0.99
"0.99",0.3,0.820151536741604,NA,0.99
"0.99",0.325,0.81993685997064,NA,0.99
"0.99",0.35,0.819671393145612,NA,0.99
"0.99",0.375,0.819388761715396,NA,0.99
"0.99",0.4,0.819105482829113,NA,0.99
"0.99",0.425,0.818822765993391,NA,0.99
"0.99",0.45,0.818546886854399,NA,0.99
"0.99",0.475,0.818278734432839,NA,0.99
"0.99",0.5,0.818018784983907,NA,0.99
"0.99",0.525,0.817769225705376,NA,0.99
"0.99",0.55,0.817529656194714,NA,0.99
"0.99",0.575,0.817296706659647,NA,0.99
"0.99",0.6,0.817073058135598,NA,0.99
"0.99",0.625,0.816857398625155,NA,0.99
"0.99",0.65,0.816650159859849,NA,0.99
"0.99",0.675,0.816450081202504,NA,0.99
"0.99",0.7,0.816256321326631,NA,0.99
"0.99",0.725,0.816070239591939,NA,0.99
"0.99",0.75,0.815890432575242,NA,0.99
"0.99",0.775,0.815715988238967,NA,0.99
"0.99",0.8,0.815548754192849,NA,0.99
"0.99",0.825,0.815387098993723,NA,0.99
"0.99",0.85,0.815227083452024,NA,0.99
"0.99",0.875,0.815071535645535,NA,0.99
"0.99",0.9,0.814920958300187,NA,0.99
"0.99",0.925,0.814774625412248,NA,0.99
"0.99",0.95,0.814633036203076,NA,0.99
"0.99",0.975,0.814495184453157,NA,0.99
"0.99",1,0.8143609614332,NA,0.99
